#CNPJ;NAME;CVMCODE;STATUS_DATE;STATUS
12.592.795/0001-53;PERENCO PETRÓLEO E GÁS DO BRASIL PARTICIPAÇÕES S/A;22527;2011-10-20;CANCELED
03.461.082/0001-60;PERFILADOS RIO DOCE S/A;518239;2017-10-30;CANCELED
24.402.455/0001-00;PERFLEX IND E COM DE BORRAC SA;516708;2012-02-14;CANCELED
24.402.455/0001-00;PERFLEX IND E COM DE BORRAC SA;520802;2018-08-06;CANCELED
04.911.095/0001-56;PERFUMARIAS PHEBO SA;9474;1990-07-20;CANCELED
02.534.914/0001-68;PERNAMBUCO PARTIC INVEST. SA;17515;1999-06-09;CANCELED
61.403.960/0001-97;PERSIANAS COLUMBIA SA;9482;1992-09-14;CANCELED
61.091.013/0001-08;PERSICO PIZZAMIGLIO SA;9490;2010-01-04;CANCELED
10.784.221/0001-51;PESCA ALTO MAR SA;501913;2012-02-14;CANCELED
94.846.599/0001-22;PESCAL SA;518662;2008-01-31;CANCELED
09.470.014/0001-43;PESCANAVE SA PESCA E EXP;507601;2012-02-14;CANCELED
61.999.314/0001-34;PESCANOVA SA COM IND;9504;1986-06-18;CANCELED
62.845.789/0001-39;PETERCO NE PRODS ELETRICOS SA;507563;1992-08-31;CANCELED
10.629.105/0001-68;PETRO RIO S.A.;22187;2010-10-21;ACTIVE
34.274.233/0001-02;PETROBRAS DISTRIBUIDORA SA;14249;2003-02-05;CANCELED
34.274.233/0001-02;PETROBRAS DISTRIBUIDORA SA;24295;2017-12-12;ACTIVE
33.795.055/0001-94;PETROBRAS QUÍMICA S.A.- PETROQUISA;13595;2006-11-08;CANCELED
29.667.227/0001-77;PETROFLEX INDÚSTRIA E COMÉRCIO S.A.;13994;2008-10-31;CANCELED
33.000.167/0001-01;PETRÓLEO BRASILEIRO S.A. - PETROBRAS;9512;1977-07-20;ACTIVE
07.275.159/0001-68;PETROLEO LUB DO NORDESTE SA;9520;1975-10-24;ACTIVE
74.043.993/0001-15;PETROPAR EMBALAGENS SA;18090;2001-04-17;CANCELED
61.632.964/0001-47;PETROQUIMICA UNIAO SA;14494;2008-12-16;CANCELED
88.613.658/0001-10;PETTENATI SA IND TEXTIL;9539;1981-02-04;ACTIVE
50.280.429/0001-58;PEVE PREDIOS SA;9555;2003-01-30;CANCELED
04.364.656/0001-44;PEVÊ-FINASA PARTICIPAÇÕES E PRÉDIOS S.A.;19038;2003-01-30;CANCELED
12.863.205/0001-80;PHARMUS - QUIM E FARMACEUT SA;516635;2012-02-14;CANCELED
42.508.358/0001-70;PHIDIAS AGROPEC SA;511552;1993-03-09;CANCELED
43.834.795/0001-46;PHILIP MORRIS BRASILEIRA SA;9563;1986-10-09;CANCELED
09.471.475/0001-30;PIASA PIABAS AGROPEC SA;503843;2012-02-14;CANCELED
00.108.813/0001-08;PILCOMAYO PARTICIPACOES SA;14630;2002-01-17;CANCELED
33.078.585/0001-11;PINA INTERC COML INDL PESCA SA;9571;2010-01-04;CANCELED
61.182.606/0001-80;PINCEIS TIGRE SA;9580;1988-02-09;CANCELED
05.200.092/0001-77;PINDARE SA;519316;2012-09-01;CANCELED
14.170.443/0001-35;PINDORAMA AGRI COM IND SA;504971;2008-09-28;CANCELED
05.017.017/0001-75;PINHEIRO SA IND MADEIREIRA;517755;2000-04-20;CANCELED
12.822.045/0001-20;PINTO FORMOSO AGROPEC SA.;515469;2004-05-25;CANCELED
15.603.798/0001-33;PIONEIRO HOTELARIA E TUR S/A;515930;2012-02-14;CANCELED
15.603.798/0001-33;PIONEIRO HOTELARIA E TUR S/A;519553;2013-06-12;CANCELED
05.918.309/0001-89;PIPA CIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;19518;2017-01-17;CANCELED
08.030.025/0001-40;PIQUIRI AGROPEC SA - PAPESA;507342;1999-03-22;CANCELED
02.387.233/0001-14;PIRAJU PARTICIPACOES SA;17477;2001-09-06;CANCELED
61.105.730/0001-41;PIRAMIDES BRASILIA SA IC;9598;2005-12-20;CANCELED
61.150.751/0001-89;PIRELLI CABOS SA;9601;2000-12-05;CANCELED
59.179.838/0001-37;PIRELLI PNEUS SA;13358;2000-12-05;CANCELED
78.229.309/0001-45;PISA-PAPEL DE IMPRENSA SA;13730;2001-09-28;CANCELED
16.203.564/0001-61;PISOS STA MARCIA SA;505684;1993-01-05;CANCELED
03.081.965/0001-44;PLAENGE CONCRETO PRE MOLD SA;502367;2012-02-14;CANCELED
05.011.762/0001-07;PLANICIE AGROPECUARIA SA;518360;2005-10-19;CANCELED
51.928.174/0001-50;PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A;13471;1989-04-19;ACTIVE
11.968.229/0001-30;PLAST MED SA;514195;2012-02-14;CANCELED
34.536.862/0001-55;PLASTICOL PLAST TEC DA AM SA;514535;2008-09-28;CANCELED
02.736.471/0001-98;PLATYPUS SA;18244;2007-07-06;CANCELED
12.610.072/0001-30;PLAY BEVERAGE SOUTH AMERICA SA;22900;2014-05-15;CANCELED
00.643.535/0001-80;PLAYCENTER SA;14907;2002-08-08;CANCELED
27.740.547/0001-80;PLENA HOTEIS S/A;514616;2004-12-23;CANCELED
12.820.973/0001-56;POCO VERDE AGRI SA;500550;2008-09-28;CANCELED
02.395.548/0001-03;POCONÉ PARTICIPAÇÕES SA;17469;2003-01-30;CANCELED
13.545.769/0001-37;POLIALDEN PETROQUIMICA SA;9636;2006-05-31;CANCELED
15.145.691/0001-99;POLIFLEX DA BAHIA S.A INDUSTRIA, COMERCIO E EXPORTAÇÃO;9644;2008-11-03;CANCELED
09.515.875/0001-09;POLIFRIO DO NE SA;503746;1999-02-02;CANCELED
41.128.919/0001-42;POLIGRAN POLIM GRAN DO BR SA;515825;2012-02-14;CANCELED
34.230.979/0001-06;POLIMIX CONCRETO S/A;6777;1988-06-08;CANCELED
62.336.946/0001-80;POLIOLEFINAS SA;9660;1988-08-17;CANCELED
04.897.146/0001-32;POLIPLAST SA PLAST DA AM;508926;2012-02-14;CANCELED
01.391.425/0001-31;POLIPROPILENO PARTICIPACOES S.A.;15997;2005-12-15;CANCELED
13.604.087/0001-58;POLIPROPILENO SA;9679;2005-12-15;CANCELED
23.481.104/0001-60;POLIQUIMICA S/A;510084;2006-10-18;CANCELED
13.603.683/0001-13;POLITENO IND E COMERCIO SA;9687;2007-04-02;CANCELED
16.490.039/0001-74;POLITENO LINEAR IND E COM SA;14141;1997-06-26;CANCELED
12.261.588/0001-16;POLO CAPITAL SECURITIZADORA S/A;22160;2010-09-22;ACTIVE
71.722.607/0001-23;POLONIA PARTICIPACOES SA;14192;2002-06-03;CANCELED
59.789.545/0001-71;POLPAR S.A.;13447;1989-03-03;ACTIVE
35.980.960/0001-40;POLTEX POLIDO TEXTIL S/A;513130;2016-05-02;CANCELED
90.025.214/0001-05;POLYMAX INFORMATICA SA;12041;2006-03-21;CANCELED
09.126.970/0001-02;POLYNOR SA IC FIBS SINTS DA PB;9695;2005-03-22;CANCELED
09.139.890/0001-91;POLYUTIL SA IND E COM MAT PLAS;506680;2012-02-14;CANCELED
86.550.951/0001-50;POMIFRUTAS S/A - EM RECUPERAÇÃO JUDICIAL;19658;2004-12-28;ACTIVE
31.684.814/0001-16;PONTA AGROINDL SA;510220;1997-10-10;CANCELED
09.009.366/0001-04;PONTE NOVA AGROINDL SA;503282;2012-02-14;CANCELED
06.306.252/0001-20;PONTES SA AGROPASTORIL;502472;1993-11-04;CANCELED
10.986.628/0001-61;PONTES SA HOT E TUR;502464;1998-01-28;CANCELED
68.271.295/0001-74;PONTUAL LEASING SA ARREND MERC;14087;2006-07-18;CANCELED
85.459.691/0001-49;PORCELANA SCHMIDT SA;9709;2001-05-28;CANCELED
07.390.461/0001-67;PORCELANE SA;503339;2008-09-28;CANCELED
01.376.634/0001-06;PORTHAL DO LAGO SA;15750;2002-02-08;CANCELED
02.149.205/0001-69;PORTO SEGURO SA;16659;1997-11-28;ACTIVE
18.494.485/0001-82;PORTO SUDESTE V.M. S.A.;23523;2014-11-11;ACTIVE
04.912.242/0001-02;PORTUENSE FERRAGENS S/A;9717;1977-07-20;ACTIVE
10.846.981/0001-46;PORTX OPERAÇÕES PORTUÁRIAS S.A.;21776;2012-07-11;CANCELED
81.243.735/0001-48;POSITIVO INFORMATICA SA;20362;2006-12-06;ACTIVE
60.333.085/0001-51;POTENZA LEASING ARREND MERC SA;13978;1998-05-12;CANCELED
11.306.912/0001-02;POTHENCIA S/A - REFLORESTADORA;22152;2012-08-01;CANCELED
30.793.020/0001-28;POUSADA DOS VELEIROS SA;517178;2003-06-06;CANCELED
62.255.682/0001-30;PPE FIOS ESMALTADOS SA;21083;2010-03-12;CANCELED
-;PPLA PARTICIPATIONS, LTD;80152;2012-04-24;ACTIVE
31.484.314/0001-30;PRAIA GRANDE HOTEIS E TURISMO SA;516406;2005-09-20;CANCELED
30.565.329/0001-60;PRAIAMAR EMPREEND TUR SA;506044;2012-02-14;CANCELED
08.574.411/0001-00;PRÁTICA KLIMAQUIP INDÚSTRIA E COMÉRCIO S.A.;24546;2018-09-27;ACTIVE
10.747.021/0001-29;PRÁTICA PARTICIPAÇÕES S.A.;23728;2017-12-31;CANCELED
32.110.314/0001-33;PREDILETO ALIMENTOS SA;14010;2011-12-19;CANCELED
05.489.802/0001-20;PREFABRICADOS ALFA DO MA SA;510815;2012-02-14;CANCELED
05.489.802/0001-20;PREFABRICADOS ALFA DO MA SA;519502;2013-02-06;CANCELED
08.794.497/0001-79;PREFERÊNCIA AGROPECUÁRIA SA;500062;2008-08-25;CANCELED
61.142.469/0001-50;PREMESA SA IND E COMERCIO;9725;1994-10-05;CANCELED
06.760.102/0001-91;PREMOLDE IND ARTEF CIMENTO S/A;504254;2012-02-14;CANCELED
25.086.661/0001-02;PREMOLTINS - PREMOLDADOS TO SA;510700;2012-02-14;CANCELED
02.396.693/0001-09;PRH9 PRODUÇÕES SA;18163;2001-02-06;CANCELED
15.251.358/0001-64;PRICOMAR INDUSTRIA DE PESCA S/A;517224;2012-02-14;CANCELED
03.504.271/0001-72;PRIMOROSA SA AGROPEC IND E COM;509027;2012-02-14;CANCELED
03.504.271/0001-72;PRIMOROSA SA AGROPEC IND E COM;519235;2012-08-20;CANCELED
18.593.815/0001-97;PRINER SERVIÇOS INDUSTRIAIS S.A.;24236;2017-10-02;ACTIVE
03.587.889/0001-43;PRIVATINVEST PARTICIPAÇÕES SA;18635;2011-08-31;CANCELED
56.994.924/0001-05;PRÓ METALURGIA SA - EM LIQUIDAÇÃO EXTRAJUDICIAL;1686;1982-02-11;ACTIVE
24.436.891/0001-91;PROCINSA PRODS CIRURG DO NE SA;516520;2012-02-14;CANCELED
22.963.169/0001-80;PRODS AGRIC SA - PROASA;512346;2012-02-14;CANCELED
06.264.774/0001-06;PRODS PEC ANGICO BRANCO SA;501557;2008-09-28;CANCELED
02.291.077/0001-93;PRODUTORES ENERGETICOS DE MANSO SA;19232;2002-02-07;ACTIVE
12.541.066/0001-78;PRODUTOS E LIGAS PLASTICAS DO BRASIL S/A;510823;2012-02-14;CANCELED
12.541.066/0001-78;PRODUTOS E LIGAS PLASTICAS DO BRASIL S/A;520918;2019-02-05;CANCELED
61.141.982/0001-26;PRODUTOS QUIMICOS ELEKEIROZ SA;9750;1995-04-12;CANCELED
45.453.214/0001-51;PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS;20346;2006-10-24;ACTIVE
10.782.100/0001-70;PROFERTIL-PROD QUIM FERT SA;511633;2005-12-05;CANCELED
02.382.073/0001-10;PROLAGOS S.A. - CONCESSIONÁRIA DE SERVIÇOS PÚBLICOS DE ÁGUA E ESGOTO;23469;2014-08-11;ACTIVE
04.203.865/0001-06;PROMAPA PROD MAD DO PARA SA;502294;2008-09-28;CANCELED
09.015.090/0001-69;PROMAR PESCA INDL SA;501905;2012-02-14;CANCELED
24.401.622/0001-90;PROMASA PRODS MEDS ARACAJU SA;517496;2012-02-14;CANCELED
61.391.603/0001-56;PROMETAL PRODS METALURGICOS SA;9768;2005-03-22;CANCELED
01.394.549/0001-70;PROMOAUTO PARTICIPAÇÕES SA;15970;2003-01-16;CANCELED
61.095.923/0001-69;PROMON ENGENHARIA SA;9776;1988-09-29;CANCELED
55.737.514/0001-16;PROMON TECNOLOGIA SA;13293;1990-08-16;CANCELED
02.992.449/0001-09;PROMPT PARTICIPAÇÕES S.A.;18333;1999-06-18;ACTIVE
13.552.070/0001-02;PRONOR PETROQUIMICA SA;9784;2011-05-16;CANCELED
62.794.516/0001-02;PROPASA PRODS DE PAPEL SA;9792;2007-08-07;CANCELED
05.007.794/0001-39;PROPEC MINERAL IND COM REP SA;501298;2012-02-14;CANCELED
01.299.251/0001-81;PROPECUS AGROPECUÁRIA S.A.;519006;2010-09-03;CANCELED
33.496.563/0001-71;PROSPEC SA PROSPECCAO AEROLEV;9814;1990-10-09;CANCELED
08.143.133/0001-29;PROTEINA PROJ INTEGR ALIM SA;510793;2007-10-18;CANCELED
27.071.778/0001-48;PROVALE IND E COM SA;516570;1999-03-18;CANCELED
12.498.904/0001-78;PROVIDAX PARTICIPAÇÕES S/A;22314;2014-07-30;CANCELED
02.736.122/0001-76;PRUDENTE NEVES AGROPEC SA;507202;2012-02-14;CANCELED
08.741.499/0001-08;PRUMO LOGÍSTICA S.A.;21482;2018-05-04;CANCELED
84.496.066/0001-04;PST ELETRÔNICA SA;21679;2010-07-20;CANCELED
12.215.224/0001-08;PUERI IND COM DE CONFECCOES SA;507482;2012-02-14;CANCELED
03.734.942/0001-91;PW BRASIL EXPORT S/A;518328;2011-11-18;CANCELED
11.669.021/0001-10;QGEP PARTICIPAÇÕES SA;22365;2011-02-02;ACTIVE
13.608.583/0001-80;QGN PARTICIPAÇÕES SA;9857;2012-08-14;CANCELED
11.992.680/0001-93;QUALICORP SA;22497;2011-06-17;ACTIVE
35.791.391/0001-94;QUALITY SOFTWARE S.A.;23302;2013-12-03;ACTIVE
16.896.425/0001-60;QUARTZIL INFO SA;501689;1989-11-10;CANCELED
28.418.903/0001-06;QUATRO ESTACOES HOT E TUR S/A;515973;2007-04-04;CANCELED
04.705.090/0001-77;QUATTOR PETROQUÍMICA S.A.;19267;2011-02-03;CANCELED
07.205.768/0001-40;QUEIROZ COMERCIO E PARTS SA;9830;1988-09-28;CANCELED
51.744.803/0001-91;QUIM DA BAHIA IND E COM;501417;2008-12-16;CANCELED
61.074.118/0001-59;QUIMBRASIL QUIM INDL BRAS SA;9849;1990-10-09;CANCELED
14.727.457/0001-07;QUÍMICA GERAL DO NORDESTE S/A;507881;2012-02-14;CANCELED
33.036.328/0001-17;QUIMIO PRODS QUIMICOS CI SA;9873;1989-06-14;CANCELED
96.736.806/0001-11;QUIMISINOS SA;9881;2005-03-22;CANCELED
04.960.720/0001-50;QUIXADA FAZ BOVINA DO PA SA;509922;1996-01-30;CANCELED
34.649.293/0001-54;R.J. AVIC DA AMAZONIA SA;510963;2012-02-14;CANCELED
06.260.897/0001-79;RACHID ABDALLA SA IND E COM;9903;2006-03-21;CANCELED
33.643.305/0001-70;RACIMEC INFORMATICA BRAS SA;13056;1993-03-05;CANCELED
58.371.261/0001-06;RACINVEST INVS IMOBILIARIOS SA;13803;1992-01-28;CANCELED
43.202.951/0001-56;RACIONAL ENGENHARIA SA;9911;1987-11-23;CANCELED
05.279.039/0001-03;RAÇÕES ARGO SA;506028;2012-02-14;CANCELED
61.585.865/0001-51;RAIA DROGASIL S.A.;5258;1977-07-20;ACTIVE
60.605.664/0001-06;RAIA SA;22306;2012-02-02;CANCELED
01.529.589/0001-82;RAIL SUL SA;15946;2006-01-31;CANCELED
04.774.238/0001-25;RAISA RONDONIA AGROINDL SA;506141;2012-11-16;CANCELED
08.070.508/0001-78;RAÍZEN ENERGIA S.A.;23230;2013-10-21;ACTIVE
10.964.948/0001-10;RAN REF ACUCAR NORTE SA;9970;2010-01-04;CANCELED
04.567.400/0001-34;RANARIO REAL SA;501140;2008-09-28;CANCELED
05.152.277/0001-53;RANARIO STA CRUZ SA;510920;2012-02-14;CANCELED
10.523.280/0001-76;RANDON NORDESTE SA VEICS IMPLS;9938;1996-02-16;CANCELED
89.086.144/0001-16;RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES;14109;1993-02-05;ACTIVE
88.610.829/0001-57;RANDON SA VEICULOS IMPLEMENTOS;9946;1993-04-27;CANCELED
48.606.891/0001-50;RAROS AGROIND PROD AROM SA;502324;2012-10-24;CANCELED
94.789.468/0001-50;RASIP AGRO PASTORIL SA;18279;2013-07-16;CANCELED
14.041.032/0001-40;RAUTA COM IND DE MAD SA;503738;2012-02-14;CANCELED
07.399.280/0001-00;RAVEL INDL SA;513610;2008-09-28;CANCELED
10.574.937/0001-24;RAYMUNDO DA FONTE IND SA;504840;2005-07-13;CANCELED
02.773.542/0001-22;RB CAPITAL COMPANHIA DE SECURITIZAÇÃO;18406;1999-08-02;ACTIVE
03.559.006/0001-91;RB CAPITAL SECURITIZADORA S.A.;19860;2005-10-31;ACTIVE
20.451.953/0001-83;REAG SECURITIES - SECURITIZADORA DE CRÉDITOS S/A;23760;2015-11-11;ACTIVE
02.643.896/0001-52;REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.;18430;1999-09-14;ACTIVE
02.670.203/0001-10;REAL CONSÓRCIO PART. S.A.(EM LIQUIDAÇÃO);18023;2002-01-14;CANCELED
02.670.204/0001-65;REAL HOLDINGS PART. S.A. (EM LIQUIDAÇÃO);18007;2002-01-14;CANCELED
28.154.847/0001-40;REALCAFE SOLUVEL DO BRASIL S/A;9962;2000-04-13;CANCELED
28.154.847/0001-40;REALCAFE SOLUVEL DO BRASIL S/A;518298;2004-10-13;ACTIVE
02.670.205/0001-00;REALPAR PARTICIPAÇÕES S.A-EM LIQUIDAÇÃO;18015;2002-01-14;CANCELED
01.430.815/0001-73;REASON S.A. COML. IMPORT. E EXPORTADORA;16519;2001-02-05;CANCELED
06.349.242/0001-71;REC 844 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.;19810;2016-02-03;CANCELED
04.370.450/0001-27;REC SAO BERNARDO SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.;19356;2017-04-13;CANCELED
09.789.207/0001-61;RECIFE GRAFICA EDITORA SA;509914;2012-02-14;CANCELED
91.333.666/0001-17;RECRUSUL SA;12572;1985-12-20;ACTIVE
61.584.140/0001-49;REDE ENERGIA PARTICIPAÇÕES S.A.;3190;1969-10-16;ACTIVE
06.839.302/0001-34;REDE INT DE HOT E P DO PI SA;516368;2008-09-28;CANCELED
01.425.787/0001-04;REDECARD S/A;20893;2012-10-18;CANCELED
12.126.500/0001-53;REDENTOR ENERGIA S/A;22128;2016-01-19;CANCELED
67.915.785/0001-01;REDFACTOR FACTORING E FOMENTO COML S/A;19496;2011-05-16;CANCELED
94.845.674/0001-30;REFINARIA PET IPIRANGA SA;9997;2008-07-17;CANCELED
33.412.081/0001-96;REFINARIA PET MANGUINHOS SA;9989;1970-05-14;ACTIVE
04.922.415/0001-73;REFRIG GAROTO IND COM SA;509973;2012-02-14;CANCELED
04.306.213/0001-05;REFRIMA SA-EQUIP INDUSTRIAIS;510106;2008-09-28;CANCELED
11.665.114/0001-77;REGINA ALIMS SA;505471;2012-02-14;CANCELED
13.349.677/0001-81;REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A;22802;2012-05-10;ACTIVE
47.349.535/0001-36;REMA SA;10022;1988-09-06;CANCELED
76.008.960/0001-60;REMASA REFLORES MADEIREIRA SA;509876;2000-06-08;CANCELED
17.475.161/0001-34;RENATO PEREIRA AGROPEC SA;502502;2012-02-14;CANCELED
92.690.700/0001-73;RENNER HERRMANN SA;10030;2002-08-12;CANCELED
02.659.727/0001-00;RENNER PARTICIPAÇÕES SA;17752;2009-07-20;CANCELED
19.133.012/0001-12;RENOVA COMP. SECURITIZ. DE CRÉDITOS FINANC. S.A.;23744;2015-10-22;ACTIVE
08.534.605/0001-74;RENOVA ENERGIA S/A;21636;2008-08-20;ACTIVE
08.572.741/0001-59;REP REAL ESTATE PARTNERS DESENV IMOB SA;21539;2012-08-13;CANCELED
39.325.436/0001-96;RESAM - RECAPAGEM SÃO MATHEUS S/A;515744;2009-06-17;CANCELED
49.669.856/0001-43;RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA;21440;2008-04-18;ACTIVE
02.363.917/0001-86;RET PARTICIPAÇÕES S/A;17337;2018-06-11;CANCELED
29.506.474/0001-91;REXAM BEVERAGE CAN SOUTH AMERICA S.A.;16250;2004-05-19;CANCELED
11.818.783/0001-31;RG PRIVATE BROKERS INT. DE NEGÓCIOS IMOB. LTDA;22098;2011-08-18;CANCELED
02.016.440/0001-62;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;16527;1997-10-13;ACTIVE
30.702.767/0001-23;RHC SECURITIZADORA DE CRÉDITOS S.A.;24635;2019-01-29;ACTIVE
89.163.430/0001-38;RHODIA AGRO SA;4421;1990-01-09;CANCELED
57.507.626/0001-06;RHODIA SA;10065;1993-10-15;CANCELED
15.179.682/0001-19;RHODIA-STER FIPACK SA;6106;1998-09-04;CANCELED
10.718.971/0001-25;RIACHO AGROPEC SA;504645;2012-02-14;CANCELED
06.963.029/0001-55;RIACHO NOVO AGROPEC S/A;516120;2012-02-14;CANCELED
05.005.368/0001-66;RIAN AGROPECUARIA SA;517852;2000-12-22;CANCELED
15.232.127/0001-03;RIB SA;12009;1997-04-25;CANCELED
72.991.714/0001-10;RIBEIRAO PRETO WATER PARK SA;14583;2004-06-30;CANCELED
06.855.894/0001-88;RIBEIRAO S/A;501654;2008-03-20;CANCELED
13.012.554/0001-50;RIBEIRO CHAVES SA INDS;505021;2012-02-14;CANCELED
80.902.018/0001-18;RICASA ROLANDIA IC E AGRI SA;10073;2005-03-22;CANCELED
14.813.612/0001-08;RICINOR-RICINOQUIMICA DO NE SA;505161;2008-09-28;CANCELED
15.756.398/0001-68;RICOPESCA NORTE-CAPTURA E COM;501115;2012-02-14;CANCELED
06.495.683/0001-81;RICOPESCA-RIBAMAR IND E COM;501158;2005-11-03;CANCELED
51.033.975/0001-57;RIMA IMPRESSORA SA;14036;2005-03-22;CANCELED
18.279.158/0001-08;RIMA INDL SA;507172;2012-10-24;CANCELED
29.388.352/0001-48;RIMET EMPREEND. INDS. E COMERCIAIS S/A;12840;2012-10-31;CANCELED
32.430.993/0001-28;RIMO S/A INDÚSTRIA E COMÉRCIO;518190;2012-07-20;CANCELED
69.423.127/0001-10;RIO CLARO AGROINDL SA;516929;2012-02-14;CANCELED
11.603.511/0001-14;RIO CORRENTE AGROPEC SA;500143;1996-04-17;CANCELED
01.794.426/0001-27;RIO CORTADO AGROPECUÁRIA S/A;518786;2008-07-25;ACTIVE
04.937.967/0001-55;RIO COTIA AGROPEC SA;509060;2002-07-05;CANCELED
11.723.020/0001-07;RIO GRANDE AGROPEC SA;500283;2012-02-14;CANCELED
90.348.632/0001-33;RIO GRANDE CIA CEL DO SUL;10081;1986-04-10;CANCELED
02.016.439/0001-38;RIO GRANDE ENERGIA SA;16535;2019-01-01;CANCELED
14.969.641/0001-63;RIO MONSARÁS PARTICIPAÇÕES S/A;22969;2014-07-23;CANCELED
42.149.559/0001-28;RIO OTHON PALACE HOTEL SA;10090;1994-02-18;CANCELED
00.100.685/0001-48;RIO PALMAS AGROPASTORIL SA;506338;2004-11-03;CANCELED
02.998.301/0001-81;RIO PARANAPANEMA ENERGIA SA;18368;1999-07-14;ACTIVE
07.472.848/0001-62;RIO POTY AGROPEC SA;502189;2012-02-14;CANCELED
06.858.260/0001-89;RIO PRATA AGROPEC SA;504009;2008-09-28;CANCELED
24.072.183/0001-19;RIO PRETO AGROINDL SA;511307;2012-02-14;CANCELED
12.780.870/0001-00;RIO PRETO AGROPECUÁRIA S/A;517577;2010-09-16;CANCELED
03.392.498/0001-73;RIOEST ESTACIONAMENTOS SA;18872;2012-04-26;CANCELED
28.442.718/0001-57;RIOLOAN 2 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS;24368;2018-04-06;ACTIVE
04.989.745/0001-86;RIOPEC RIO SANGUE PECUARIA;513970;2008-09-28;CANCELED
51.468.791/0001-10;RIPASA SA CELULOSE E PAPEL;10103;2006-08-28;CANCELED
08.813.123/0001-53;RIQUE PALACE HOTEIS SA;510181;2006-06-19;CANCELED
92.750.793/0001-84;RIZZO SA IND ALIM;10111;1985-10-30;CANCELED
08.281.683/0001-04;RJ CAPITAL PARTNERS S.A.;22330;2018-05-30;CANCELED
67.010.660/0001-24;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;20451;2007-01-18;ACTIVE
04.268.165/0001-08;ROBUSTA AGROPEC SA;510009;2008-09-28;CANCELED
06.246.961/0001-67;ROCHA SANTOS AGROIND SA;509485;2012-02-14;CANCELED
22.800.833/0001-70;RODANA RELOGIOS S/A;510645;2017-06-01;CANCELED
02.221.531/0001-30;RODONORTE - CONC. ROD. INTEGRADAS S.A.;19151;2001-11-12;ACTIVE
88.612.049/0001-46;RODOVIARIA SA IND IMPLS TRANSP;10120;1993-04-19;CANCELED
03.025.305/0001-46;RODOVIAS DAS COLINAS S.A.;23167;2013-04-25;ACTIVE
84.584.416/0001-94;ROMANO MASSIGNAM SA IND COM;10138;1984-10-25;CANCELED
07.527.948/0001-49;ROMCY GRANJAS SA;504637;2012-02-14;CANCELED
14.932.164/0001-61;RONAGRO AGROPECUARIA SA;512222;1997-01-27;CANCELED
02.981.314/0001-48;RONDISTUR HOTEIS E TURISMO SA;517933;2005-11-03;CANCELED
11.995.745/0001-54;ROPASC PARTICIPAÇÕES S/A;22195;2013-12-31;CANCELED
04.650.248/0001-59;RORAIMA REFRIGERANTES SA;510343;1992-06-09;CANCELED
56.991.490/0001-90;ROSAFER SA;10146;1989-08-31;CANCELED
04.847.943/0001-05;ROSARIO AGROPASTORIL SA;510394;2008-09-28;CANCELED
12.784.567/0001-85;ROSE FRANCE CONFEC SA;509442;2012-02-14;CANCELED
31.687.262/0001-08;ROSH INDUSTRIAL S.A.;515884;2017-06-01;CANCELED
61.065.751/0001-80;ROSSI RESIDENCIAL SA;16306;1997-07-01;ACTIVE
01.535.646/0001-36;ROSSI SECURITIES SA;15989;2000-06-15;CANCELED
22.131.736/0001-31;RR CASA DE INVESTIMENTOS E PARTICIPAÇÕES S.A.;23787;2016-06-22;CANCELED
03.765.375/0001-30;RRSPE EMPRENDIMENTOS E PARTICIPAÇÕES S/A;18856;2004-12-29;CANCELED
04.925.301/0001-87;RUBERTEX COM E INDUSTRIA SA;10170;2005-03-22;CANCELED
10.927.952/0001-09;RUFINO FERREIRA COM IND ACO SA;503142;2008-09-28;CANCELED
71.550.388/0001-42;RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A.;23450;2016-12-19;CANCELED
24.962.466/0001-36;RUMO MALHA NORTE S.A.;15300;1995-12-27;ACTIVE
39.115.514/0001-28;RUMO MALHA OESTE S.A.;17850;1998-10-20;ACTIVE
02.502.844/0001-66;RUMO MALHA PAULISTA S.A.;17930;1998-11-12;ACTIVE
01.258.944/0001-26;RUMO MALHA SUL S.A.;15709;1996-08-29;ACTIVE
02.387.241/0001-60;RUMO S.A.;17450;1998-07-02;ACTIVE
16.691.537/0001-85;RURAL AGROINVEST SA;500828;2008-08-14;CANCELED
14.029.177/0001-25;RURAL BREJOLANDIA SA;500712;1989-11-10;CANCELED
08.034.258/0001-10;RURAL GRAO SA;505757;1996-11-21;CANCELED
60.582.608/0001-01;RURAL LEASING SA ARREND MERC;15296;2006-05-23;CANCELED
39.817.101/0001-95;RURALTOUR TURISMO RURAL SA;516007;2012-02-14;CANCELED
