#CNPJ;NAME;CVMCODE;STATUS_DATE;STATUS
07.142.185/0001-18;CIA AGRI DO MA;508772;1998-03-24;CANCELED
11.612.348/0001-56;CIA AGRI MATA ESCURA;501212;1996-11-11;CANCELED
24.269.912/0001-21;CIA AGRICOLA ARAPUA;512877;2012-02-14;CANCELED
24.269.912/0001-21;CIA AGRICOLA ARAPUA;520560;2017-03-28;CANCELED
34.814.509/0001-90;CIA AGRICOLA DO ACARA;515760;1997-11-07;CANCELED
10.593.804/0001-03;CIA AGRICOLA DO JOHA - CAJA;500577;2007-10-09;CANCELED
08.736.225/0001-12;CIA AGRICOLA FAZENDA GALICIA;503444;2012-02-14;CANCELED
24.083.305/0001-72;CIA AGRICOLA FORTALEZA;504335;2012-02-14;CANCELED
05.872.668/0001-42;CIA AGRICOLA INDUSTRIAL PECUARIA ITATIRA;505358;2012-02-14;CANCELED
24.404.394/0001-01;CIA AGRICOLA MASSANGANO;515167;2012-02-14;CANCELED
20.564.290/0001-03;CIA AGRICOLA SANTO ANTONIO;502758;2012-02-14;CANCELED
08.023.384/0001-70;CIA AGRICOLA SERRA D'AGUA;503860;2007-01-08;CANCELED
33.882.507/0001-75;CIA AGRICOLA VALE DO RIO UTINGA;511684;2012-02-14;CANCELED
10.049.740/0001-76;CIA AGRICOLA VALE DO ZUTIUA;508624;2008-09-28;CANCELED
32.630.733/0001-04;CIA AGRICOLA VOLTA DO RIO;509906;2012-02-14;CANCELED
02.194.017/0001-52;CIA AGRO INDL DE GOIAS CAGIGO;2674;1991-09-04;CANCELED
06.276.703/0001-23;CIA AGRO PECUARIA SANTA INES;2690;1986-07-09;CANCELED
06.731.665/0001-51;CIA AGROINDL ALIM NE CANAAN;503975;2008-08-21;CANCELED
09.677.477/0001-80;CIA AGROINDL BOI BRANCO;519880;2014-09-22;CANCELED
07.344.047/0001-11;CIA AGROINDL DO NE P/ EXP;504734;2012-02-14;CANCELED
32.625.782/0001-40;CIA AGROINDL NOVA ESPERANCA;514438;2012-10-24;CANCELED
04.786.448/0001-33;CIA AGROINDL PARAENSE INDUPARA;512265;1992-07-25;CANCELED
12.779.856/0001-96;CIA AGROINDL PIRAMBEBA;514578;2008-09-28;CANCELED
35.493.527/0001-80;CIA AGROINDL SALINAS SALISA.;515647;2008-09-28;CANCELED
07.770.019/0001-66;CIA AGROINDL SAO JOSE;504246;2012-02-14;CANCELED
03.198.421/0001-67;CIA AGROPAST MATA DA CHUVA;515337;2012-10-24;CANCELED
11.727.112/0001-65;CIA AGROPASTORIL BEIRA RIO;502308;2008-09-28;CANCELED
07.315.229/0001-64;CIA AGROPASTORIL DIAMANTE;519138;2011-07-29;CANCELED
08.715.492/0001-03;CIA AGROPASTORIL DO CERRADO;508047;2008-09-12;CANCELED
11.550.977/0001-07;CIA AGROPASTORIL JACARANDA BA;502960;2012-02-14;CANCELED
11.486.255/0001-22;CIA AGROPASTORIL VALE PIRAGIBA;505510;2011-06-21;CANCELED
04.939.757/0001-04;CIA AGROPEC AGROSAN;518441;2007-03-12;CANCELED
04.201.679/0001-38;CIA AGROPEC AMAPA BUFALO CAPAB;517798;2000-06-21;CANCELED
04.619.771/0001-12;CIA AGROPEC CONTINENTAL;504114;2015-09-30;CANCELED
05.426.846/0001-01;CIA AGROPEC DO JAHU;519413;2017-06-01;CANCELED
08.876.310/0001-86;CIA AGROPEC DO TRIANGULO;520896;2019-01-15;CANCELED
11.696.036/0001-78;CIA AGROPEC E INDL S.GONCALO;514519;2008-02-12;CANCELED
12.632.915/0001-07;CIA AGROPEC MONTEIRO;512354;2012-02-14;CANCELED
09.249.087/0001-00;CIA AGROPEC RANCHARIA - CAPRI;511749;2005-11-03;CANCELED
10.411.296/0001-97;CIA AGROPEC SAO FRANCISCO;516899;2008-09-28;CANCELED
05.096.755/0001-55;CIA AGROPEC SIMEIRA;500500;2008-09-28;CANCELED
04.198.198/0001-10;CIA AGROPEC STA IZABEL;516783;1998-03-06;CANCELED
14.351.852/0001-38;CIA AGROPEC SUL DA BAHIA;510459;1992-07-03;CANCELED
11.672.086/0001-15;CIA AGROPEC VALE DO BOQUEIRAO;504262;2012-02-14;CANCELED
08.635.716/0001-77;CIA AGROPEC VALE DO MUQUEM;504599;2012-02-14;CANCELED
08.444.655/0001-60;CIA ALAGOAS INDUSTRIAL-CINAL;508780;2010-12-17;CANCELED
11.699.378/0001-41;CIA ALCOOLQUIM NACIONAL;501018;2012-02-14;CANCELED
07.292.675/0001-09;CIA ALGIMAR INDUSTRIA QUIMICA ALGINATOS;2704;2006-03-21;CANCELED
04.311.536/0001-89;CIA AMAZONENSE AGROINDL;514411;2008-09-28;CANCELED
04.306.197/0001-42;CIA AMAZONENSE DE PROD ELETR;503380;1992-09-16;CANCELED
04.564.696/0001-30;CIA AMAZONENSE SAPONIFICACAO;2712;2005-12-20;CANCELED
33.615.956/0001-57;CIA AMERICA FABRIL;2747;2004-09-21;CANCELED
33.074.691/0001-27;CIA AMERICA SUL CFI;2739;1989-05-19;CANCELED
22.672.596/0001-09;CIA ATIV RURAIS DO NE - CARNE;508632;2000-10-16;CANCELED
33.490.095/0001-28;CIA AUXILIAR EMP MIN CAEMI;2780;1991-05-06;CANCELED
06.769.897/0001-07;CIA AVIC DA AM SA - CEAA;504211;2011-03-16;CANCELED
08.179.954/0001-15;CIA AVIC STA INES - COASI;501190;2012-02-14;CANCELED
41.102.492/0001-03;CIA AVICOLA DO NE CIANE;515965;2003-12-09;CANCELED
40.999.856/0001-37;CIA AVICOLA MASSANGANA CIAMA;516970;2005-04-06;CANCELED
09.940.024/0001-03;CIA BAHIANA DE CARNES - COBAC.;515272;2012-02-14;CANCELED
58.128.174/0001-14;CIA BANDEIRANTES ARMS GERAIS;2810;2011-05-20;CANCELED
17.167.362/0001-74;CIA BANDEIRANTES CFI;2801;1997-07-21;CANCELED
42.584.128/0001-90;CIA BANGU DESENVOLVIMENTO PARTICIPAÇÕES;2828;2005-12-20;CANCELED
06.784.524/0001-05;CIA BOA VISTA DE ALIMENTOS DO NE;519731;2014-01-03;CANCELED
42.113.662/0001-18;CIA BOZANO SIMONSEN COM IND;2836;1992-04-22;CANCELED
04.787.677/0001-72;CIA BRAS AGROPASTORIL;502260;1996-09-20;CANCELED
07.817.893/0001-01;CIA BRAS COMPON DE CALCADOS;505790;2012-02-14;CANCELED
02.455.483/0001-44;CIA BRAS DE AGROPEC - COBRAPE;512389;2016-07-05;CANCELED
05.099.585/0001-62;CIA BRAS DE ASFALTO AMAZONIA;503541;2012-02-14;CANCELED
05.099.585/0001-62;CIA BRAS DE ASFALTO AMAZONIA;520527;2016-12-21;CANCELED
10.483.444/0001-89;CIA BRAS DE LATICINIOS;507512;2012-02-14;CANCELED
13.029.194/0001-08;CIA BRAS DE POLIURETANO;500046;2012-02-14;CANCELED
11.413.150/0001-43;CIA BRAS DE TORRES;500259;2008-09-28;CANCELED
33.316.100/0001-80;CIA BRAS MATERIAIS COBRACO;2852;1987-05-29;CANCELED
61.079.315/0001-60;CIA BRAS PLASTICOS MONSANTO;2879;1985-10-16;CANCELED
61.156.410/0001-10;CIA BRAS PROJETOS OBRAS CBPO;2887;1993-01-14;CANCELED
07.203.144/0001-94;CIA BRASILEIRA DE ESTRUTURAS METALICAS;2844;2007-11-13;CANCELED
06.298.962/0001-55;CIA CACHUCHA PASTORIL;509299;2012-02-14;CANCELED
78.588.415/0001-15;CIA CACIQUE CAFE SOLUVEL;2909;2015-03-23;CANCELED
82.508.433/0001-17;CIA CAT. DE ÁGUAS E SANEAMENTO - CASAN;16861;1998-02-06;ACTIVE
07.275.779/0001-05;CIA CEARA TEXTIL;500291;2000-01-28;CANCELED
07.360.506/0001-50;CIA CEARENSE AGROINDL DO CAJU;501980;2012-02-14;CANCELED
07.205.719/0001-08;CIA CEARENSE DE CIMEN PORTLAND;516848;2000-12-29;CANCELED
33.366.980/0001-08;CIA CERVEJARIA BRAHMA;2917;2000-11-08;CANCELED
03.468.832/0001-25;CIA CERVEJARIA CUIABANA;2925;1997-10-24;CANCELED
09.934.407/0001-60;CIA CIMENTO ATOL;2976;1995-11-27;CANCELED
60.869.302/0001-22;CIA CIMENTO IPANEMA;2992;1991-02-06;CANCELED
89.724.017/0001-03;CIA CIMENTO PORTL GAUCHO;3000;1993-04-12;CANCELED
33.160.318/0001-99;CIA CIMENTO PORTL PARAISO;3018;1997-03-31;CANCELED
15.218.084/0001-01;CIA CIMENTO SALVADOR;3026;1988-06-24;CANCELED
61.422.663/0001-99;CIA COMERCIAL BORBA CAMPO;2941;2006-11-22;CANCELED
82.636.887/0001-73;CIA COML SCHRADER;2950;2000-09-28;CANCELED
33.034.901/0001-53;CIA CONSTRUTORA PEDERNEIRAS;12491;2006-03-21;CANCELED
04.872.883/0001-80;CIA CRIADORA DE PEIXES IRACEMA;514632;2012-02-14;CANCELED
04.872.883/0001-80;CIA CRIADORA DE PEIXES IRACEMA;520616;2017-06-23;CANCELED
09.123.654/0001-87;CIA DE AGUA E ESGOTO DA PARAIBA;19968;2011-06-24;CANCELED
12.542.007/0001-14;CIA DE ALIM DO MARANHÃO - COMASA;510904;2002-07-23;CANCELED
04.374.427/0001-00;CIA DE CITRUS DO PARA;505129;2008-09-28;CANCELED
11.494.564/0001-44;CIA DE COCOS DO NE - CCN;500593;2008-09-28;CANCELED
04.731.519/0001-09;CIA DE DES DO NORTE;507954;2012-02-14;CANCELED
04.731.519/0001-09;CIA DE DES DO NORTE;519405;2012-10-31;CANCELED
04.050.829/0001-50;CIA DE DES NOVA OLINDA;510475;2012-02-14;CANCELED
09.795.659/0001-56;CIA DE LUBRIF DO NE - LUBRINOR;514900;2012-02-14;CANCELED
05.635.644/0001-70;CIA DE MECANIZACAO DA AM - CMA;515590;2008-09-28;CANCELED
06.258.024/0001-21;CIA DE NAVEGACAO DO NORTE CONAN;518115;2008-03-20;CANCELED
09.053.620/0001-63;CIA DE OLEOS VEG DO BRASIL;503932;1999-09-30;CANCELED
01.938.783/0001-11;CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA;18708;2000-07-26;ACTIVE
04.652.792/0001-30;CIA DE RECUPERAÇÃO SECUNDÁRIA;19240;2012-06-28;CANCELED
12.536.082/0001-72;CIA DE SACOS DO MARANHAO;510637;2012-02-14;CANCELED
03.631.397/0001-08;CIA DES ARAGUAIA CODEARA;12025;1992-05-18;CANCELED
05.770.003/0001-28;CIA DESENVOLVIMENTO AGRO PECUARIA INDUSTRIAL MIN EST PA;3034;2005-08-09;CANCELED
24.551.772/0001-80;CIA DO RIO PRETO AQUI COM E EX;515434;2012-02-14;CANCELED
84.208.123/0001-02;CIA DOCAS DE IMBITUBA;3174;2017-11-28;CANCELED
15.139.629/0001-94;CIA ELETRICIDADE DA BAHIA;14524;1994-07-28;ACTIVE
07.047.251/0001-70;CIA ENERG CEARA - COELCE;14869;1995-06-13;ACTIVE
17.155.730/0001-64;CIA ENERG MINAS GERAIS - CEMIG;2453;1971-06-30;ACTIVE
10.835.932/0001-08;CIA ENERGÉTICA DE PERNAMBUCO - CELPE;14362;1994-04-29;ACTIVE
08.324.196/0001-81;CIA ENERGÉTICA DO RIO GRANDE DO NORTE;18139;1999-01-04;ACTIVE
02.201.268/0001-17;CIA ENERGETICA MERIDIONAL;16900;2008-03-28;CANCELED
04.821.435/0001-58;CIA EQUATORIAL DE MINERACAO;507180;2008-09-28;CANCELED
33.352.394/0001-04;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;16373;1997-07-28;ACTIVE
08.467.115/0001-00;CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA;20648;2007-04-17;ACTIVE
92.715.812/0001-31;CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA;3204;1970-01-07;ACTIVE
10.783.777/0001-23;CIA FABRICA YOLANDA;3220;2005-08-09;CANCELED
16.718.231/0001-75;CIA FABRIL MASCARENHAS;3239;2006-04-26;CANCELED
18.977.124/0001-97;CIA FERRO BRASILEIRO;3247;1991-12-26;CANCELED
33.495.615/0001-95;CIA FERRO E ACO DE VITORIA;506567;2012-02-14;CANCELED
15.141.799/0001-03;CIA FERRO LIGAS BAHIA FERBASA;3069;1961-02-28;ACTIVE
16.933.590/0001-45;CIA FERROLIGAS MG - MINASLIGA;506516;2006-08-28;CANCELED
23.116.551/0001-10;CIA FIAÇÃO TECELAGEM PARA MINAS;3255;2010-01-04;CANCELED
21.796.032/0001-15;CIA FIACAO TECIDOS CEDRONORTE;500860;1991-01-03;CANCELED
08.479.123/0001-69;CIA FRIGORIFICO POTENGY;505650;2012-02-14;CANCELED
92.659.325/0001-07;CIA GERAL DE INDUSTRIAS;3280;2008-03-18;CANCELED
12.506.192/0001-91;CIA GRAFICA DO NE;507318;2012-02-14;CANCELED
82.639.139/0001-44;CIA HERING;3301;1999-04-30;CANCELED
78.876.950/0001-71;CIA HERING;14761;1995-01-26;ACTIVE
33.541.368/0001-16;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;3328;1969-12-19;ACTIVE
13.369.475/0001-00;CIA HOTEIS TURISTICOS - COMTUR;506702;2012-02-14;CANCELED
33.433.822/0001-15;CIA INDL AGRIC SANTA CECILIA;3433;2001-11-29;CANCELED
08.666.091/0001-00;CIA INDL ALIMENTOS DO NORDESTE CIAN;518476;2006-08-22;CANCELED
04.384.319/0001-19;CIA INDL AMAZONENSE;3379;1998-07-10;CANCELED
13.004.304/0001-79;CIA INDL DE CELULOSE E PAPEL;512133;2012-02-14;CANCELED
04.061.693/0001-83;CIA INDL DE LATIC DO ACRE;502600;2012-10-24;CANCELED
07.584.279/0001-47;CIA INDL DE LATICINIOS DO CARIRI - CILCA;510769;2012-02-14;CANCELED
07.584.279/0001-47;CIA INDL DE LATICINIOS DO CARIRI - CILCA;520411;2016-07-01;CANCELED
04.387.734/0001-26;CIA INDL DE MADEIRAS CIM;512192;2012-02-14;CANCELED
07.199.490/0001-46;CIA INDL DE OLEOS DO NE;505331;2012-02-14;CANCELED
12.924.130/0001-08;CIA INDL DE REVESTIM CERAMICOS;510246;2000-06-05;CANCELED
05.379.664/0001-27;CIA INDL DE VIDROS DO CEARA;503150;1996-12-31;CANCELED
16.805.251/0001-83;CIA INDL ITAUNENSE DO NE;503312;1992-02-24;CANCELED
14.031.868/0001-63;CIA INDL LATICINIOS PARA-CILPA;512591;2012-02-14;CANCELED
61.074.506/0001-30;CIA INDL MERC ARTEF FERRO;3468;1999-09-09;CANCELED
56.969.355/0001-48;CIA INDL MERC PAOLETTI;3441;1992-02-14;CANCELED
07.285.448/0001-48;CIA INDL MICHELETTO;3476;1988-05-09;CANCELED
10.775.112/0001-78;CIA INDL MOVEIS PATENTE FAIXA AZUL;518794;2008-08-07;CANCELED
92.779.438/0001-38;CIA INDL RIO GUAHYBA;3514;1993-07-12;CANCELED
33.174.145/0001-68;CIA INDL SAO PAULO RIO CISPER;3530;1988-05-03;CANCELED
82.981.929/0001-03;CIA INDL SCHLOSSER SA - EM RECUPERAÇÃO JUDICIAL;3549;1985-06-28;ACTIVE
07.785.306/0001-40;CIA INDUSTRIAL AGROPECUARIA CONAPE;3360;2005-11-01;CANCELED
17.161.316/0001-68;CIA INDUSTRIAL BELO HORIZONTE;3387;2005-08-09;CANCELED
07.998.164/0001-07;CIA INDUSTRIAL BRASILEIRA ALIMENTOS;13811;2005-03-22;CANCELED
07.998.164/0001-07;CIA INDUSTRIAL BRASILEIRA ALIMENTOS;502880;1991-04-26;CANCELED
33.041.120/0001-96;CIA INDUSTRIAL DOX;3344;1997-08-07;CANCELED
21.254.073/0001-80;CIA INDUSTRIAL ITAUNENSE - EM RECUPERAÇÃO JUDICIAL;3450;1969-04-02;ACTIVE
07.197.411/0001-68;CIA INDUSTRIAL PELES COUROS;3425;2005-03-22;CANCELED
19.711.282/0001-63;CIA INDUSTRIAL SANTA MATILDE;3522;2010-01-04;CANCELED
06.721.286/0001-80;CIA INTEGR DE MIN CALCINAC PI;507210;2012-02-14;CANCELED
01.222.069/0001-22;CIA INTER-ATLANTICO PARTICIPS;15792;1997-03-03;CANCELED
42.584.060/0001-49;CIA INTERNACIONAL FIDUCIARIA;3557;1989-05-12;CANCELED
04.904.199/0001-33;CIA INVEST DO PARA;3093;1986-11-10;CANCELED
00.189.469/0001-10;CIA INVESTS LATINOAMERICANA;14745;2003-01-13;CANCELED
92.753.367/0001-02;CIA IOCHPE;3573;1993-08-03;CANCELED
69.923.613/0001-05;CIA JOFRA AGRICOLA;517062;2012-02-14;CANCELED
60.434.487/0001-42;CIA LECO DE PRODS ALIMENTICIOS;3603;2009-02-20;CANCELED
78.597.697/0001-17;CIA LONDRIMALHAS HERINGER INDUSTRIA E COMERCIO;12947;2007-08-07;CANCELED
04.971.941/0001-23;CIA MADEIREIRA SAO MIGUEL;3620;2005-08-09;CANCELED
09.016.361/0001-09;CIA MARANHENSE DE PROD AGROPEC;501948;2012-02-14;CANCELED
09.016.361/0001-09;CIA MARANHENSE DE PROD AGROPEC;519545;2013-03-20;CANCELED
12.112.330/0001-58;CIA MARANHENSE DE ROUPAS COMAR;515841;2002-07-23;CANCELED
06.272.199/0001-93;CIA MARANHENSE REFRIGERANTES;3638;2010-05-19;CANCELED
06.996.185/0001-12;CIA MATOS NOVOS VALE ITAPECURU;512184;2012-02-14;CANCELED
22.664.890/0001-79;CIA MATS SULFUROSOS MATSULFUR;3646;2002-11-30;CANCELED
28.415.164/0001-07;CIA METALURGICA DO ES;510548;2012-02-14;CANCELED
12.536.553/0001-42;CIA METALURGICA DO MA;509639;2012-02-14;CANCELED
91.154.690/0001-99;CIA MINUANO DE ALIMENTOS;12246;1991-08-13;CANCELED
24.069.916/0001-66;CIA N SRA DAS MASCARENHAS;510947;2012-02-14;CANCELED
71.039.119/0001-16;CIA NAC FRIGORIFICOS CONFRIO;3735;1989-04-14;CANCELED
33.098.112/0001-86;CIA NACIONAL DE ALCALIS;15555;2010-01-04;CANCELED
71.444.582/0001-43;CIA NACIONAL ESTAMPARIA CIANE;3727;2010-01-04;CANCELED
33.630.120/0001-21;CIA NAVEGACAO LLOYD BRASILEIRO;3760;1997-10-24;CANCELED
61.150.348/0001-50;CIA NITROQUIMICA BRASILEIRA;3778;1990-08-03;CANCELED
10.913.796/0001-27;CIA NORDESTINA DE ALIMENTOS - CANORTE;508616;2012-02-14;CANCELED
11.008.083/0001-81;CIA NORDESTINA DE PRODS AVIC;507580;2012-02-14;CANCELED
08.334.187/0001-71;CIA NORDESTINA DE SUINOCULTURA;508110;2012-02-14;CANCELED
06.133.003/0001-80;CIA PAJEU DO MARANHAO-PAJEU;506052;2010-07-03;CANCELED
10.804.300/0001-87;CIA PARAIBA CIM PORTL CIMEPAR;3786;1995-11-27;CANCELED
12.680.542/0001-31;CIA PARAIBANA DE RAFIA;510440;2012-02-14;CANCELED
01.596.401/0001-19;CIA PAULISTA DE ADM DE ATIVOS;16683;1999-11-04;CANCELED
57.484.495/0001-99;CIA PAULISTA DE LAMINACAO;3832;1988-04-27;CANCELED
61.015.582/0001-74;CIA PAULISTA ENERGIA ELETRICA;3794;2001-03-16;CANCELED
61.087.912/0001-37;CIA PAULISTA FERTILIZANTES;3816;2007-01-09;CANCELED
09.928.771/0001-18;CIA PERNAMB DE BORR SINTETICA;501956;1996-06-24;CANCELED
09.768.292/0001-81;CIA PERNAMBUCANA DE HOTEIS E TURISMO;518875;2009-04-24;CANCELED
00.091.652/0001-89;CIA PESQS RECURSOS MINERAIS;3107;1997-07-24;CANCELED
07.621.931/0001-56;CIA PESQUEIRA SAO RAIMUNDO;506931;2007-09-10;CANCELED
02.854.397/0001-04;CIA PETROLIFERA MARLIM;18899;2009-08-17;CANCELED
06.731.046/0001-67;CIA PIAUIENSE AGROINDL;503509;2012-02-14;CANCELED
04.172.213/0001-51;CIA PIRATININGA DE FORÇA E LUZ;19275;2002-04-18;ACTIVE
15.213.374/0001-62;CIA PNEUS TROPICAL;3867;1991-09-25;CANCELED
39.826.482/0001-79;CIA PORTUARIA VILA VELHA;517518;2012-10-24;CANCELED
10.648.749/0001-01;CIA PRODS AGROPECUARIOS-COPA;519057;2011-01-14;CANCELED
07.648.637/0001-38;CIA PRODUTORA DE ALGODÃO E SUINOS - COPAS;508411;2012-02-14;CANCELED
11.675.808/0001-95;CIA PRODUTORA DE SUINOS;500780;2012-02-14;CANCELED
58.143.967/0001-02;CIA PRODUTORES ARMS GERAIS;2631;1994-04-15;CANCELED
10.777.480/0001-55;CIA PRODUTOS CONFIANÇA;517704;2012-02-14;CANCELED
33.000.035/0001-80;CIA PROGRESSO INDUSTRIAL BRASIL FABRICA BANGU;3875;2010-01-04;CANCELED
04.200.649/0001-07;CIA PROVINCIA DE SECURITIZAÇÃO CRED IMOB;19429;2003-08-21;ACTIVE
15.111.198/0001-58;CIA QUIM DO RECONCAVO;506427;2000-08-11;CANCELED
13.837.489/0001-00;CIA QUIMICA METACRIL;3883;1992-11-26;CANCELED
13.018.957/0001-07;CIA RIO DAS PEDRAS;505242;2012-02-14;CANCELED
92.691.120/0001-09;CIA RIOGRANDENSE DE ADUBOS;3905;1990-12-19;CANCELED
92.802.784/0001-90;CIA RIOGRANDENSE DE SANEAMENTO;16748;1997-12-19;ACTIVE
92.794.486/0001-03;CIA RIOGRANDENSE TELECOMUNICAÇÕES;3913;2000-12-28;CANCELED
33.035.759/0001-69;CIA SALINAS PERYNAS;3930;1986-07-16;CANCELED
43.776.517/0001-80;CIA SANEAMENTO BÁSICO ESTADO SÃO PAULO;14443;1994-06-27;ACTIVE
61.360.434/0001-97;CIA SANTISTA DE PAPEL;3948;2001-03-22;CANCELED
12.556.957/0001-06;CIA SAO FRANCISCO DO SALGADOR;504998;2008-09-28;CANCELED
15.144.017/0001-90;CIA SEGUROS ALIANCA BAHIA;3115;1977-07-20;ACTIVE
60.405.925/0001-44;CIA SEGUROS AMER SUL YASUDA;3123;1992-03-06;CANCELED
15.104.490/0001-43;CIA SEGUROS BAHIA;3131;1997-07-02;CANCELED
17.197.385/0001-21;CIA SEGUROS MINAS BRASIL;3140;2009-10-14;CANCELED
33.432.139/0001-63;CIA SEGUROS RIO BRANCO;12475;1990-01-16;CANCELED
33.158.031/0001-24;CIA SERVICOS ENGA SERVIENGE;3956;1998-01-08;CANCELED
12.287.314/0001-04;CIA SID ALAGOAS COMESA;3999;1994-03-18;CANCELED
10.806.057/0001-36;CIA SID NORDESTE;4014;1995-03-21;CANCELED
20.141.321/0001-13;CIA SID PAINS;4049;1997-06-30;CANCELED
04.561.023/0001-26;CIA SIDERURGICA AMAZONIA;3972;1999-09-22;CANCELED
07.919.053/0001-50;CIA SIDERURGICA DO PARA - COSIPAR;510238;2012-02-14;CANCELED
61.045.381/0001-10;CIA SIDERURGICA MOGI CRUZES;4006;2005-03-22;CANCELED
33.042.730/0001-04;CIA SIDERURGICA NACIONAL;4030;1943-02-26;ACTIVE
22.016.026/0001-60;CIA SIDERURGICA VALE PINDARE;515906;2005-08-15;CANCELED
12.926.101/0001-77;CIA STO ANTONIO DO GUAJU;508403;2012-02-14;CANCELED
09.256.116/0001-60;CIA SULAMERICANA DE BRINQUEDOS;503576;2012-10-24;CANCELED
33.000.076/0001-76;CIA T JANER COM IND;4073;1991-04-09;CANCELED
22.677.520/0001-76;CIA TECIDOS NORTE DE MINAS - COTEMINAS;3158;1971-02-11;ACTIVE
21.255.567/0001-89;CIA TECIDOS SANTANENSE;4081;1984-12-20;ACTIVE
60.830.833/0001-01;CIA TECNICA DE ENGENHARIA ELETRIC A;18422;2008-01-15;CANCELED
57.486.177/0001-67;CIA TELEF BORDA DO CAMPO;4103;1999-11-30;CANCELED
92.195.189/0001-33;CIA TELEF MELHOR RESIST;4090;2000-02-28;CANCELED
33.460.809/0001-55;CIA TELEFONES DO RJ CETEL;3166;1990-01-02;CANCELED
01.447.243/0001-35;CIA TERRAS BONSUCESSO;15830;1999-05-13;CANCELED
05.389.812/0001-94;CIA TEXTIL CASTANHAL;4120;1999-03-08;CANCELED
09.570.649/0001-12;CIA TEXTIL PE DA SERRA;511013;2012-10-24;CANCELED
21.842.729/0001-85;CIA TEXTIL PIRAPORA;502197;2003-06-04;CANCELED
01.540.533/0001-29;CIA THERMAS RIO QUENTE;4154;2004-07-14;CANCELED
13.432.810/0001-69;CIA TRANSAMERICA DE H NORDESTE;504696;1989-12-28;CANCELED
04.382.818/0001-77;CIA TROPICAL DE HOT DA AM;510254;2012-02-14;CANCELED
15.147.499/0001-31;CIA TROPICAL DE HOTEIS SA;510505;2012-10-24;CANCELED
08.664.088/0001-58;CIA TROPICAL HOTEL TAMBAU;511579;1991-07-15;CANCELED
92.682.038/0001-00;CIA UNIAO SEGUROS GERAIS;4162;1998-11-09;CANCELED
08.520.512/0001-90;CIA VALE DA CAICARA;501450;2012-02-14;CANCELED
05.498.027/0001-70;CIA VALE DO BURITI;501565;2012-02-14;CANCELED
06.132.807/0001-64;CIA VALE DO ITAPECURU-CONVALE;517747;1999-12-06;CANCELED
14.082.754/0001-42;CIA VALE DO MOJUZINHO;507253;2012-02-14;CANCELED
24.146.482/0001-50;CIA VALE DO PRATUDINHO;510041;2008-09-28;CANCELED
06.767.693/0001-29;CIA VALE DO RIO DOURADO;503398;1998-03-24;CANCELED
10.468.296/0001-23;CIA VALE DO RIO GRANDE;505609;2012-02-14;CANCELED
10.468.296/0001-23;CIA VALE DO RIO GRANDE;520160;2015-10-15;CANCELED
13.354.980/0001-72;CIA VERAS DE HOTEIS E TURISMO;519677;2013-11-06;CANCELED
08.805.517/0001-60;CIA VEREDAS DO RIO PRETO;504378;2008-09-28;CANCELED
92.690.643/0001-22;CIA VINICOLA RIO GRANDENSE;4197;1993-11-29;CANCELED
84.684.950/0001-72;CIA WETZEL INDL;4200;2005-08-09;CANCELED
33.069.766/0001-81;CIA. BRAS PETRÓLEO IPIRANGA;2860;2008-07-17;CANCELED
10.919.934/0001-85;CIA. DE CIMENTOS DO BRASIL;2984;2004-04-07;CANCELED
76.484.013/0001-45;CIA. DE SANEAMENTO DO PARANÁ - SANEPAR;18627;2000-03-10;ACTIVE
33.938.119/0001-69;CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO;16616;1997-11-17;ACTIVE
76.255.926/0001-90;CIA. IGUAÇU DE CAFÉ SOLÚVEL;3336;2014-10-09;CANCELED
03.143.955/0001-96;CIAGRA CIA AGROPAST ARUANÃ;511170;2005-05-31;CANCELED
04.651.154/0001-02;CIAGRO CIA INDL DE RORAIMA;512125;2012-02-14;CANCELED
04.906.582/0001-20;D F BASTOS SA INDS ALIMENTI;506389;2012-02-14;CANCELED
61.482.725/0001-58;D F VASCONC SA OPT MEC A PREC;5029;2007-04-20;CANCELED
59.172.676/0001-05;DACUNHA SA;5037;1992-11-23;CANCELED
27.179.753/0001-62;DADALTO SA;5045;1990-06-07;CANCELED
07.801.384/0001-90;DAFERRO SA ALUMINIO E ACO;505218;2008-03-07;CANCELED
18.075.259/0001-67;DAIANE AGROPEC E INDS SA;504718;2012-10-24;CANCELED
11.026.168/0001-92;DALBAN - INDS REUNIDAS SA;500992;2012-02-14;CANCELED
02.312.604/0001-07;DALETH PARTICIPAÇÕES SA - EM LIQUIDAÇÃO;16950;2017-05-30;CANCELED
12.234.084/0001-07;DAMASCENO TEXTIL SA;500704;2008-09-28;CANCELED
92.758.085/0001-90;DANA-ALBARUS S.A. INDÚSTRIA E COMÉRCIO;248;2005-08-05;CANCELED
08.802.803/0001-71;DANTAS IRRIGACAO DO NE SA;501484;2012-02-14;CANCELED
01.287.588/0001-79;DASS NORDESTE CALÇADOS E ARTIGOS ESPORTIVOS S.A.;24414;2018-11-09;CANCELED
